Brand,Model,Kilometers,Year,Fuel Type,Transmission Type,Engine Capacity (CC),Body Type,Price_EGP,Condition,Trim,Location,Origin,Horsepower,Color,Source,Source_URL,Source_ID,Collected_At
BMW,X3,162000,2016,Benzine,Automatic,1995,SUV,"EGP 1,550,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6959,
Chery,Arrizo 5,107000,2022,Benzine,Automatic,1600,Sedan,"EGP 520,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6960,
Nissan,Sunny,190000,1999,Benzine,Manual,1300,Sedan,"EGP 220,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6961,
Mercedes-Benz,C180,30000,2024,Benzine,Automatic,1500,Sedan,"EGP 2,950,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6962,
Chery,A15,141,2005,Benzine,Automatic,2000,Sedan,"EGP 195,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6963,
Renault,Sandero Stepway,90000,2019,Benzine,Automatic,,Hatchback,"EGP 550,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6964,
Peugeot,508,170000,2013,Benzine,Automatic,1600,Sedan,"EGP 600,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6965,
Suzuki,Van,300000,2014,Benzine,Manual,1000,Estate,"EGP 290,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6966,
Peugeot,405,1,2007,Benzine,Manual,1600,Sedan,"EGP 155,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6967,
Mitsubishi,Lancer,39855,1993,Benzine,Manual,,,"EGP 170,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6968,
BYD,F3,200000,2016,Benzine,Manual,1500,Sedan,"EGP 350,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6969,
Toyota,Yaris,148000,2009,Diesel,Automatic,1300,Sedan,"EGP 450,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6970,
Chevrolet,Spark,50000,2008,Benzine,Automatic,,Other,"EGP 300,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6971,
Opel,Astra,185000,2005,Benzine,Automatic,1600,Sedan,"EGP 300,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6972,
Kia,Carens,69000,2010,Benzine,Automatic,1600,Hatchback,"EGP 665,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6973,
BMW,523,410000,2010,Benzine,Automatic,2500,Sedan,"EGP 950,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6974,
Mercedes-Benz,V 250,80000,2022,Benzine,Automatic,2000,Van / Bus,"EGP 5,250,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6975,
XPeng,P7,5500,2025,Electric,Automatic,,Sedan,"EGP 2,200,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6976,
Kia,Rio,52000,2008,Benzine,Manual,1600,Sedan,"EGP 400,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6977,
Fiat,128,35000,1984,Benzine,Manual,,Sedan,"EGP 35,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6978,
Peugeot,RCZ,90000,2015,Benzine,Automatic,1600,Sports / Coupe,"EGP 1,180,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6979,
Renault,Clio,174000,2002,Benzine,Manual,1200,Sedan,"EGP 225,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6980,
Jeep,Cherokee,198000,2014,Benzine,Automatic,5700,4X4,"EGP 1,650,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6981,
Volvo,XC40,9000,2025,Benzine,Automatic,,SUV,"EGP 2,500,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6982,
Peugeot,504,100000,1978,Benzine,Automatic,,Sedan,"EGP 100,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6983,
Volkswagen,Polo,189000,2006,Benzine,Manual,1600,Sedan,"EGP 305,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6984,
Audi,Q7,4000,2025,Benzine,Automatic,2000,SUV,"EGP 5,200,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6985,
Mercedes-Benz,C180,120000,2013,Benzine,Automatic,1600,Sedan,"EGP 1,350,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6986,
Mercedes-Benz,S320,50000,2020,Benzine,Automatic,2000,Sedan,"EGP 5,200,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6987,
Skoda,Octavia,20000,1999,Benzine,Automatic,2000,Sedan,"EGP 400,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6988,
Mercedes-Benz,A150,200000,2007,Benzine,Manual,,Hatchback,"EGP 400,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6989,
Renault,Kadjar,75000,2019,Benzine,Automatic,1200,Hatchback,"EGP 850,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6990,
Chevrolet,Pickup/Dababa,200000,2014,Diesel,Manual,,Pickup,"EGP 665,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6991,
BYD,F3,209000,2018,Benzine,Manual,1600,Sedan,"EGP 400,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6992,
BMW,320,35000,2024,Benzine,Automatic,1600,Sedan,"EGP 2,800,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6993,
BMW,330,240000,2016,Benzine,Automatic,3000,Sedan,"EGP 1,600,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6994,
Volkswagen,Pointer,80000,2006,Benzine,Manual,1400,Hatchback,"EGP 158,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6995,
Audi,A3,65000,2022,Benzine,Automatic,1400,Sedan,"EGP 1,750,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6996,
Nissan,Sunny,220000,1998,Benzine,Manual,1500,Sedan,"EGP 215,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6997,
BMW,X7,35000,2020,Benzine,Automatic,4400,SUV,"EGP 5,700,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6998,
Kia,Sephia,200000,1999,Benzine,Automatic,1500,Sedan,"EGP 222,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-6999,
Daewoo,Lanos,190000,1999,Benzine,Manual,,,"EGP 215,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7000,
Suzuki,Maruti,168000,2011,Benzine,Manual,800,Hatchback,"EGP 128,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7001,
Speranza,Tiggo,268000,2010,Benzine,Manual,1600,SUV,"EGP 280,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7002,
Speranza,A113,270000,2008,Benzine,Manual,1300,Hatchback,"EGP 200,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7003,
Geely,Ck,1,2008,Benzine,Manual,,,"EGP 165,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7004,
Toyota,Corolla,97000,2022,Benzine,Automatic,,,"EGP 1,170",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7005,
Speranza,A516,230000,2007,Benzine,Manual,,,"EGP 205,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7006,
Proton,Gen-2,215000,2008,Benzine,Automatic,1600,Sedan,"EGP 350,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7007,
Hyundai,Matrix,190000,2006,Benzine,Automatic,1600,Hatchback,"EGP 395,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7008,
Renault,Logan MCV,293000,2013,Benzine,Automatic,1600,SUV,"EGP 380,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7009,
Hyundai,Accent,50000,2006,Benzine,Manual,1300,Sedan,"EGP 220,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7010,
Mercedes-Benz,C180,190000,2013,Benzine,Automatic,1600,Sedan,"EGP 1,250,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7011,
Chrysler,Pacifica,200000,2007,Benzine,Automatic,4000,SUV,"EGP 695,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7012,
Daewoo,Nubira,370000,2006,Benzine,Manual,1600,Sedan,"EGP 290,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7013,
Honda,City,223000,2016,Benzine,Automatic,1500,Sedan,"EGP 680,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7014,
Mercedes-Benz,G-Class,54000,2021,Benzine,Automatic,4000,4X4,"EGP 10,400,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7015,
Chrysler,Voyager/Caravan,143000,1998,Benzine,Automatic,3300,MPV,"EGP 290,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7016,
Chevrolet,Lanos,210000,2012,Benzine,Manual,1300,Sedan,"EGP 285,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7017,
Peugeot,508,180000,2017,Benzine,Automatic,1600,Sedan,"EGP 850,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7018,
Mercedes-Benz,CLA 180,130000,2020,Benzine,Automatic,1300,Sedan,"EGP 1,680,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7019,
BMW,X3,260000,2014,Benzine,Automatic,2000,4X4,"EGP 1,050,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7020,
MINI,Cooper,14500,2025,Benzine,Automatic,1500,Sports / Coupe,"EGP 2,200,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7021,
Skoda,Fantasia,110000,2013,Benzine,Automatic,,Sedan,"EGP 800,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7022,
BMW,550,230,2009,Benzine,Automatic,4800,Sedan,"EGP 850,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7023,
Volkswagen,Beetle,250000,1971,Benzine,Manual,1300,Estate,"EGP 85,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7024,
Chevrolet,Cruze,165000,2010,Benzine,Automatic,,Sedan,"EGP 375,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7025,
BMW,X4,103000,2017,Benzine,Automatic,3000,SUV,"EGP 2,100,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7026,
Land Rover,Range Rover Vogue,36000,2023,Benzine,Automatic,4400,SUV,"EGP 12,500,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7027,
Fiat,Shahin,100000,2005,Benzine,Manual,1400,Sedan,"EGP 135,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7028,
Suzuki,Van,180000,2008,Benzine,Manual,,,"EGP 190,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7029,
Skoda,Kodiaq,135000,2021,Benzine,Automatic,1400,SUV,"EGP 1,780,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7030,
Fiat,Tempra,200000,1990,Hybrid,Manual,,,"EGP 100,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7031,
Mercedes-Benz,C180,113600,2018,Benzine,Automatic,,Convertible,"EGP 2,200,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7032,
Chevrolet,Optra,119000,2018,Benzine,Automatic,1600,Sedan,"EGP 530,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7033,
Peugeot,3008,93000,2015,Benzine,Automatic,1600,SUV,"EGP 670,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7034,
Jeep,Renegade,230000,2016,Benzine,Automatic,1400,4X4,"EGP 780,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7035,
Skoda,Felecia,250000,1997,Benzine,Manual,1300,Hatchback,"EGP 150,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7036,
BYD,F3,67000,2023,Benzine,Manual,1500,Sedan,"EGP 515,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7037,
Fiat,128,100000,1990,Benzine,Manual,1200,Sedan,"EGP 52,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7038,
Toyota,Land Cruiser,7100,2022,Benzine,Automatic,3500,SUV,"EGP 7,000,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7039,
Hyundai,Tucson,7000,2023,Benzine,Automatic,1600,SUV,"EGP 1,850,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7040,
Mitsubishi,Lancer,490000,1999,Benzine,Manual,,,"EGP 220,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7041,
Lada,Granta,175000,2016,Benzine,Manual,,,"EGP 275,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7042,
Hyundai,Excel,476000,1997,Benzine,Manual,,,"EGP 110,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7043,
Fiat,128,100000,1984,Benzine,Manual,1100,Sedan,"EGP 75,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7044,
Hyundai,Verna,200000,2014,Benzine,Manual,1500,Sedan,"EGP 300,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7045,
Chevrolet,Lanos,222000,2009,Benzine,Manual,1500,Sedan,"EGP 250,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7046,
Nissan,Sunny,21000,2003,Benzine,Automatic,,Sedan,"EGP 300,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7047,
Daewoo,Lanos,125000,1999,Benzine,Manual,1500,Sedan,"EGP 270,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7048,
Fiat,132,200000,1980,Benzine,Manual,2000,Sedan,"EGP 60,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7049,
Daihatsu,Terios,9999,1999,Benzine,Automatic,1300,SUV,"EGP 300,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7050,
Fiat,Punto,255000,1998,Benzine,Manual,1300,Hatchback,"EGP 160,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7051,
BYD,F3,140000,2021,Benzine,Manual,1600,Sedan,"EGP 465,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7052,
Porsche,Macan,57000,2023,Benzine,Automatic,2000,SUV,"EGP 4,000,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7053,
Renault,Clio,210000,2003,Benzine,Manual,,,"EGP 200,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7054,
Chevrolet,Optra,7000,2026,Benzine,Automatic,1500,Sedan,"EGP 725,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7055,
Mercedes-Benz,CLA 200,7000,2024,Benzine,Automatic,1300,Sedan,"EGP 2,645,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7056,
Mercedes-Benz,Other,15280,2025,Electric,Automatic,330,SUV,"EGP 6,000,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7057,
Mercedes-Benz,GLE 450,50000,2023,Benzine,Automatic,3000,4X4,"EGP 5,100,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7058,
Fiat,128,33000,1988,Benzine,Manual,1100,Sedan,"EGP 47,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7059,
Mercedes-Benz,E200,13000,2025,Benzine,Automatic,2000,Sedan,"EGP 4,850,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7060,
BMW,316,190000,2015,Benzine,Automatic,1600,Sedan,"EGP 980,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7061,
Daewoo,Nubira,171000,2005,Benzine,Manual,1600,Sedan,"EGP 250,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7062,
Opel,Vectra,100000,1999,Benzine,Automatic,2000,Sedan,"EGP 320,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7063,
Kia,Carnival,194000,2015,Benzine,Automatic,3300,MPV,"EGP 990,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7064,
Renault,Logan,200000,2017,Benzine,Automatic,1600,Sedan,"EGP 350,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7065,
MINI,Cooper,197000,2016,Benzine,Automatic,1600,Hatchback,"EGP 800,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7066,
BMW,X5,80000,2020,Benzine,Automatic,4400,SUV,"EGP 6,600,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7067,
Renault,Megane,75000,2022,Benzine,Automatic,1600,Sedan,"EGP 750,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7068,
Skoda,Favorit,140000,1994,Benzine,Manual,,,"EGP 135,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7069,
Mitsubishi,Lancer,140000,2010,Benzine,Automatic,1300,Sedan,"EGP 450,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7070,
Mercedes-Benz,C180,130000,2020,Benzine,Automatic,1500,Sedan,"EGP 1,900,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-7071,
